"V1"	"V2"	"V3"	"V4"
"Poa_pra"	"Tri_rep"	"Bra_pin"	"4.9079754601227"
"Poa_pra"	"Tri_rep"	"Pha_aru"	"2.71691498685364"
"Poa_pra"	"Tar_off"	"Lol_per"	"47.1516213847502"
"Poa_pra"	"Tar_off"	"Arr_ela"	"34.1805433829974"
"Poa_pra"	"Tar_off"	"Fes_rub"	"34.6187554776512"
"Poa_pra"	"Tar_off"	"Fes_pra"	"46.9763365468887"
"Poa_pra"	"Tar_off"	"Tri_fla"	"32.9535495179667"
"Poa_pra"	"Tar_off"	"Ely_rep"	"41.1042944785276"
"Poa_pra"	"Tar_off"	"Tri_pra"	"50.3943908851884"
"Poa_pra"	"Tar_off"	"Ran_rep"	"32.6029798422436"
"Poa_pra"	"Tar_off"	"Bro_ere"	"6.92375109553024"
"Poa_pra"	"Tar_off"	"Ran_acr"	"28.8343558282209"
"Poa_pra"	"Tar_off"	"Bro_hor"	"37.4233128834356"
"Poa_pra"	"Tar_off"	"Pla_lan"	"57.931638913234"
"Poa_pra"	"Tar_off"	"Ant_syl"	"29.2725679228747"
"Poa_pra"	"Tar_off"	"Her_sph"	"26.3803680981595"
"Poa_pra"	"Tar_off"	"Gal_mol"	"38.737949167397"
"Poa_pra"	"Tar_off"	"Hol_lan"	"22.524101665206"
"Poa_pra"	"Tar_off"	"Hel_pub"	"16.1262050832603"
"Poa_pra"	"Tar_off"	"Car_hir"	"10.0788781770377"
"Poa_pra"	"Tar_off"	"Bra_pin"	"4.82033304119194"
"Poa_pra"	"Tar_off"	"Pha_aru"	"5.78439964943032"
"Poa_pra"	"Lol_per"	"Arr_ela"	"13.6722173531989"
"Poa_pra"	"Lol_per"	"Fes_rub"	"17.0902716914987"
"Poa_pra"	"Lol_per"	"Fes_pra"	"25.1533742331288"
