"combos","SND","SFD","overlap","differential","feasibility","pair_to_all","LUI"
"Ran_rep.Pla_lan.Gal_mol",1.05419677642476,19.8295638496299,0.886,-0.014,1,1,2
"Ran_rep.Pla_lan.Hel_pub",0.742080518022171,32.1720897625431,0.7,-0.002,1,0.666666666666667,2
"Ran_rep.Ach_mil.Gal_mol",0.853050938656501,39.5111716141973,0.849,0.014,1,1,2
"Ran_rep.Ach_mil.Hel_pub",0.702406513540514,50.5350127359727,0.706,-0.0630000000000001,0,0.333333333333333,2
"Ran_rep.Gal_mol.Hel_pub",0.801945919524505,44.2874658543213,0.71,-0.022,0,0.333333333333333,2
"Bro_ere.Bro_hor.Pla_lan",0.934425390626693,30.286005332092,0.902,0.017,1,1,2
"Bro_ere.Bro_hor.Ach_mil",0.811553753854515,51.0057919870882,0.765,-0.0519999999999999,1,1,2
"Bro_ere.Bro_hor.Gal_mol",1.47991563998234,46.3278560957263,0.916,0.0629999999999999,1,1,2
"Bro_ere.Bro_hor.Hel_pub",0.175262701657848,53.7279215874889,0.152,-0.014,0,0.333333333333333,2
"Bro_ere.Pla_lan.Ach_mil",0.812409392902138,38.8892422403778,0.785,0.02,1,1,2
"Bro_ere.Pla_lan.Gal_mol",1.48494316206443,21.1005289485703,0.999,0.001,1,1,2
"Bro_ere.Pla_lan.Hel_pub",0.213710822712455,41.9714429291864,0.176,0.00999999999999998,0,0.666666666666667,2
"Bro_ere.Ach_mil.Gal_mol",0.933788097968273,34.0999509250891,0.741,0.104,1,1,2
"Bro_ere.Ach_mil.Hel_pub",0.151917397921538,26.5427827181958,0.126,-0.00800000000000001,0,0.333333333333333,2
"Bro_ere.Gal_mol.Hel_pub",0.260518814713395,29.7836383505011,0.091,0.059,0,0.333333333333333,2
"Bro_hor.Pla_lan.Ach_mil",0.952506378950542,37.9905451627324,0.901,-0.018,1,1,2
"Bro_hor.Pla_lan.Gal_mol",1.44694055561552,32.8364867362726,0.974,0.017,1,1,2
"Bro_hor.Pla_lan.Hel_pub",0.826001310757561,37.4609609060972,0.796,0.0179999999999999,0,0.666666666666667,2
"Bro_hor.Ach_mil.Gal_mol",1.1446498975967,61.375643778184,0.88,0.013,1,1,2
"Bro_hor.Ach_mil.Hel_pub",0.795823401431898,58.4568707261848,0.762,-0.0399999999999999,0,0.333333333333333,2
"Bro_hor.Gal_mol.Hel_pub",1.01437988350847,60.9432526606795,0.692,-0.0680000000000001,0,0.333333333333333,2
"Pla_lan.Ach_mil.Gal_mol",0.965887033411299,43.74777052849,0.82,0.021,0,1,2
"Pla_lan.Ach_mil.Hel_pub",0.781129521450786,48.9818532983652,0.738,0.03,1,0.666666666666667,2
"Pla_lan.Gal_mol.Hel_pub",1.02543920829887,44.7294623863792,0.764,0.041,0,0.666666666666667,2
"Ach_mil.Gal_mol.Hel_pub",0.718197165416689,58.2604258280192,0.656,-0.0629999999999999,0,0.333333333333333,2
"Poa_pra.Alo_pra.Dac_glo",1.04077690465755,25.0773810808624,0.905,0.018,1,1,2.25
"Poa_pra.Alo_pra.Tri_rep",1.33219378466835,41.8638943046388,0.899,-0.019,1,1,2.25
"Poa_pra.Alo_pra.Arr_ela",1.29906973767138,46.151664947627,0.921,0.0299999999999999,1,1,2.25
"Poa_pra.Alo_pra.Fes_rub",1.32917688550769,33.0681313482104,0.917,0.0299999999999999,1,1,2.25
"Poa_pra.Alo_pra.Fes_pra",1.17963377382743,41.5763111186215,0.853,-0.0590000000000001,1,1,2.25
"Poa_pra.Alo_pra.Tri_pra",1.0341042956726,39.4768570680416,0.791,-0.0579999999999999,1,1,2.25
"Poa_pra.Alo_pra.Ran_rep",1.34319138507703,35.6454641000373,0.905,0.079,1,1,2.25
"Poa_pra.Alo_pra.Bro_hor",1.20086659650392,34.4122440439022,0.899,0.038,1,1,2.25
"Poa_pra.Alo_pra.Pla_lan",1.60097851443102,51.967333394251,0.916,0.0529999999999999,1,1,2.25
"Poa_pra.Alo_pra.Ach_mil",1.15734362593122,44.1605815246238,0.934,0.0439999999999999,1,1,2.25
"Poa_pra.Alo_pra.Gal_mol",1.10381450514447,49.2561643814762,0.805,-0.088,1,1,2.25
"Poa_pra.Dac_glo.Tri_rep",1.89382293012227,46.1517890485821,0.981,0.019,1,1,2.25
"Poa_pra.Dac_glo.Arr_ela",1.31136138489714,42.7804226589447,0.851,0.0690000000000001,1,0.666666666666667,2.25
"Poa_pra.Dac_glo.Fes_rub",0.913432558773783,30.6997747431986,0.622,-0.04,1,1,2.25
"Poa_pra.Dac_glo.Fes_pra",1.64295779611499,17.0736944703652,0.975,0.011,1,1,2.25
"Poa_pra.Dac_glo.Tri_pra",1.29073095226438,23.4391607297297,0.969,-0.014,1,1,2.25
"Poa_pra.Dac_glo.Ran_rep",1.02566144043459,31.3751971833619,0.929,0.0369999999999999,1,1,2.25
"Poa_pra.Dac_glo.Bro_hor",1.39220600694306,23.2960993464553,0.949,0.00700000000000001,1,1,2.25
"Poa_pra.Dac_glo.Pla_lan",0.721799315268959,40.23225864032,0.569,-0.031,1,1,2.25
"Poa_pra.Dac_glo.Ach_mil",1.05612578925705,28.8477028488185,0.836,-0.023,1,1,2.25
"Poa_pra.Dac_glo.Gal_mol",1.75416652313667,33.9028363383397,0.972,0.028,1,1,2.25
"Poa_pra.Tri_rep.Arr_ela",1.87639986779948,56.5267059150162,0.985,0.014,1,1,2.25
"Poa_pra.Tri_rep.Fes_rub",2.11753416699883,54.1068470502531,0.961,0.00900000000000001,1,1,2.25
"Poa_pra.Tri_rep.Fes_pra",1.82453585872004,36.8392552808136,1,0,1,1,2.25
"Poa_pra.Tri_rep.Tri_pra",1.36072509891092,26.7476916013069,0.787,0.14,1,1,2.25
"Poa_pra.Tri_rep.Ran_rep",1.61694016843075,43.2646214007583,1,0,1,1,2.25
"Poa_pra.Tri_rep.Bro_hor",1.42747336450797,35.0391511539875,0.98,-0.005,1,1,2.25
"Poa_pra.Tri_rep.Pla_lan",2.18556113999286,52.6716908961727,0.999,0.001,1,1,2.25
"Poa_pra.Tri_rep.Ach_mil",1.50023358674906,48.2863672999905,1,0,1,1,2.25
"Poa_pra.Tri_rep.Gal_mol",1.533158827018,39.3515755723312,0.92,0.08,1,1,2.25
"Poa_pra.Arr_ela.Fes_rub",1.36844180977033,53.5286302541491,0.837,0.0700000000000001,0,0.666666666666667,2.25
"Poa_pra.Arr_ela.Fes_pra",1.29533411508272,57.3071099751018,0.848,0.116,1,1,2.25
"Poa_pra.Arr_ela.Tri_pra",1.19204241456365,58.4375811561516,0.761,0.0679999999999999,0,0.666666666666667,2.25
"Poa_pra.Arr_ela.Ran_rep",1.24728501406999,54.1754061913868,0.947,0.043,1,1,2.25
"Poa_pra.Arr_ela.Bro_hor",1.24540925095654,51.9306948539168,0.869,0.073,1,0.666666666666667,2.25
"Poa_pra.Arr_ela.Pla_lan",1.80593339005719,68.4502757601612,0.967,-0.00700000000000001,1,1,2.25
"Poa_pra.Arr_ela.Ach_mil",1.47814979375741,54.5754924651552,1,0,1,1,2.25
"Poa_pra.Arr_ela.Gal_mol",1.31467949204647,65.9695491416853,0.838,0.0630000000000001,1,1,2.25
"Poa_pra.Fes_rub.Fes_pra",1.63932725227294,38.4306276328251,1,0,1,1,2.25
"Poa_pra.Fes_rub.Tri_pra",1.36952684398147,38.0303805888059,0.841,-0.00900000000000001,1,1,2.25
"Poa_pra.Fes_rub.Ran_rep",1.57523446075331,34.1847521878376,1,0,1,1,2.25
"Poa_pra.Fes_rub.Bro_hor",1.39838841569096,36.3185020842128,0.921,-0.0219999999999999,1,1,2.25
"Poa_pra.Fes_rub.Pla_lan",2.0627102208834,55.8524398005313,0.963,-0.00700000000000001,1,1,2.25
"Poa_pra.Fes_rub.Ach_mil",0.831416292163132,48.7027721603484,0.663,0.0239999999999999,0,0.666666666666667,2.25
"Poa_pra.Fes_rub.Gal_mol",1.64213826594527,46.7117048885858,1,0,1,1,2.25
"Poa_pra.Fes_pra.Tri_pra",1.70866981067403,40.5550711506386,1,0,1,1,2.25
"Poa_pra.Fes_pra.Ran_rep",1.55713752243635,43.5624477219593,1,0,1,1,2.25
"Poa_pra.Fes_pra.Bro_hor",1.41016395947041,41.5087513273162,0.988,0.00800000000000001,1,1,2.25
"Poa_pra.Fes_pra.Pla_lan",1.9910965845491,62.1928984091522,0.991,-0.001,1,1,2.25
"Poa_pra.Fes_pra.Ach_mil",1.57681811056568,50.1662816793785,1,0,1,1,2.25
"Poa_pra.Fes_pra.Gal_mol",2.18779417271041,49.1747239156274,1,0,1,1,2.25
"Poa_pra.Tri_pra.Ran_rep",1.30596499435615,42.2599151091359,0.968,0.016,1,1,2.25
"Poa_pra.Tri_pra.Bro_hor",1.45970261679704,36.5307986375383,0.988,0.012,1,1,2.25
"Poa_pra.Tri_pra.Pla_lan",1.79731194939396,58.5544874303302,0.999,0.001,1,1,2.25
"Poa_pra.Tri_pra.Ach_mil",1.30832975609149,48.9668887928496,0.985,0.00700000000000001,1,0.666666666666667,2.25
"Poa_pra.Tri_pra.Gal_mol",1.18145196455761,50.4560939891212,0.756,-0.012,1,1,2.25
"Poa_pra.Ran_rep.Bro_hor",1.35928713438359,39.053866845161,0.982,0.018,1,1,2.25
"Poa_pra.Ran_rep.Pla_lan",1.34892467705655,60.8206631047144,0.893,0.0529999999999999,1,1,2.25
"Poa_pra.Ran_rep.Ach_mil",1.07299938850903,50.9896666011801,0.952,0.022,1,1,2.25
"Poa_pra.Ran_rep.Gal_mol",1.37239291608903,54.5274633998393,0.996,0.004,1,1,2.25
"Poa_pra.Bro_hor.Pla_lan",1.42042509640534,56.0194329757522,0.941,-0.014,1,1,2.25
"Poa_pra.Bro_hor.Ach_mil",1.21637201863556,46.2988161860925,0.99,0.00900000000000001,1,1,2.25
"Poa_pra.Bro_hor.Gal_mol",1.7839104925789,47.1697335705325,0.991,0.00900000000000001,1,1,2.25
"Poa_pra.Pla_lan.Ach_mil",1.32681262620089,65.6569397425916,0.92,0.00600000000000001,1,1,2.25
"Poa_pra.Pla_lan.Gal_mol",1.94282095548121,71.6708350191458,0.998,0.002,1,1,2.25
"Poa_pra.Ach_mil.Gal_mol",1.12906789413776,62.1962378973821,0.895,0.017,0,0.666666666666667,2.25
"Alo_pra.Dac_glo.Tri_rep",1.703792402484,53.1515143217857,0.98,-0.003,1,1,2.25
"Alo_pra.Dac_glo.Arr_ela",1.2391247194843,48.9773180526105,0.851,0.023,0,0.666666666666667,2.25
"Alo_pra.Dac_glo.Fes_rub",0.917694159843033,23.226400498158,0.646,0.0439999999999999,1,1,2.25
"Alo_pra.Dac_glo.Fes_pra",1.36227468539836,21.7722124591379,0.942,-0.014,1,1,2.25
"Alo_pra.Dac_glo.Tri_pra",0.983579364060482,17.137035123098,0.871,0.021,1,1,2.25
"Alo_pra.Dac_glo.Ran_rep",1.22903281766153,27.5963470711722,0.945,0.027,1,1,2.25
"Alo_pra.Dac_glo.Bro_hor",1.4241289926194,27.7724908240075,0.978,0.00900000000000001,1,1,2.25
"Alo_pra.Dac_glo.Pla_lan",0.713247212756996,14.1338800786613,0.596,0.051,1,1,2.25
"Alo_pra.Dac_glo.Ach_mil",1.25645938437259,25.3558136763534,0.872,0.051,1,1,2.25
"Alo_pra.Dac_glo.Gal_mol",1.31058481073172,45.1449697012975,0.89,0,1,1,2.25
"Alo_pra.Tri_rep.Arr_ela",1.43302778513041,59.1445764733639,0.965,0.028,1,1,2.25
"Alo_pra.Tri_rep.Fes_rub",1.61772439309406,57.09333843374,0.944,0.019,1,1,2.25
"Alo_pra.Tri_rep.Fes_pra",1.14964229544439,44.9558384995372,0.929,-0.0119999999999999,1,1,2.25
"Alo_pra.Tri_rep.Tri_pra",0.789051887041145,31.6278647205676,0.711,0.016,1,1,2.25
"Alo_pra.Tri_rep.Ran_rep",1.51540222244903,43.4059439421677,0.989,0.011,1,1,2.25
"Alo_pra.Tri_rep.Bro_hor",1.15357311234522,35.901216637929,0.987,0.012,1,1,2.25
"Alo_pra.Tri_rep.Pla_lan",1.57422535179558,51.6577987176152,0.979,0.016,1,1,2.25
"Alo_pra.Tri_rep.Ach_mil",1.37116816995053,50.1052703760705,0.988,0.012,1,1,2.25
"Alo_pra.Tri_rep.Gal_mol",0.927202248798652,43.1087894507131,0.821,0.043,1,1,2.25
"Alo_pra.Arr_ela.Fes_rub",1.07894187870612,46.2988756665485,0.832,0.026,0,0.666666666666667,2.25
"Alo_pra.Arr_ela.Fes_pra",0.899638170372262,32.3287683141996,0.801,0.0679999999999999,1,1,2.25
"Alo_pra.Arr_ela.Tri_pra",0.799393851822863,44.4917901387694,0.669,0.071,0,0.666666666666667,2.25
"Alo_pra.Arr_ela.Ran_rep",1.21935129709173,43.8605552978956,0.95,0.024,1,1,2.25
"Alo_pra.Arr_ela.Bro_hor",1.08096276387941,38.8522694791108,0.906,0.019,0,0.666666666666667,2.25
"Alo_pra.Arr_ela.Pla_lan",1.4020598343337,36.954164095731,0.976,-0.004,1,1,2.25
"Alo_pra.Arr_ela.Ach_mil",1.42512860366113,50.4518626470087,1,0,1,1,2.25
"Alo_pra.Arr_ela.Gal_mol",0.901152986529722,41.4554874613418,0.789,0.0409999999999999,1,1,2.25
"Alo_pra.Fes_rub.Fes_pra",1.10434246020014,26.1324437569453,0.97,0.024,1,1,2.25
"Alo_pra.Fes_rub.Tri_pra",0.883509664947523,22.0453005973675,0.719,0.00900000000000001,1,1,2.25
"Alo_pra.Fes_rub.Ran_rep",1.4954812424296,21.8520703040098,1,0,1,1,2.25
"Alo_pra.Fes_rub.Bro_hor",1.19874943453447,20.6632792287489,0.93,0.0199999999999999,1,1,2.25
"Alo_pra.Fes_rub.Pla_lan",1.60046298406579,37.9587977889706,0.958,-0.00900000000000001,1,1,2.25
"Alo_pra.Fes_rub.Ach_mil",0.787494897733385,41.4044548769597,0.682,0.0359999999999999,0,0.666666666666667,2.25
"Alo_pra.Fes_rub.Gal_mol",1.07807534917835,32.3311199864733,0.913,0.0309999999999999,1,1,2.25
"Alo_pra.Fes_pra.Tri_pra",0.928914599061497,17.3749560153773,0.812,-0.029,1,1,2.25
"Alo_pra.Fes_pra.Ran_rep",1.3259259771571,18.1335176297602,0.952,0.045,1,1,2.25
"Alo_pra.Fes_pra.Bro_hor",1.05989405751722,13.4368069586069,0.961,0.026,1,1,2.25
"Alo_pra.Fes_pra.Pla_lan",1.35454929229531,17.9970555522406,0.945,0.039,1,1,2.25
"Alo_pra.Fes_pra.Ach_mil",1.31417539433332,37.3622390890857,0.949,0.039,1,1,2.25
"Alo_pra.Fes_pra.Gal_mol",1.20277326359381,22.9839504909932,0.802,-0.072,1,1,2.25
"Alo_pra.Tri_pra.Ran_rep",1.02582175153998,19.5805576789149,0.836,0.046,1,1,2.25
"Alo_pra.Tri_pra.Bro_hor",1.01084391999946,10.7490350621315,0.882,0.047,1,1,2.25
"Alo_pra.Tri_pra.Pla_lan",1.17736806453814,21.8607810575158,0.874,0.1,1,1,2.25
"Alo_pra.Tri_pra.Ach_mil",0.99842267167974,35.9458305596237,0.88,0.0619999999999999,1,0.666666666666667,2.25
"Alo_pra.Tri_pra.Gal_mol",0.664722830167287,20.3385070188323,0.633,-0.0659999999999999,1,1,2.25
"Alo_pra.Ran_rep.Bro_hor",1.42946251796202,22.2103286518339,1,0,1,1,2.25
"Alo_pra.Ran_rep.Pla_lan",1.23169075610359,35.4764826262547,0.877,0.053,1,1,2.25
"Alo_pra.Ran_rep.Ach_mil",1.24806894606033,48.3114423803718,0.956,0.022,1,1,2.25
"Alo_pra.Ran_rep.Gal_mol",1.13677236389892,29.9779517698398,0.906,0.0659999999999999,1,1,2.25
"Alo_pra.Bro_hor.Pla_lan",1.20836332935941,22.0250456342843,0.959,-0.003,1,1,2.25
"Alo_pra.Bro_hor.Ach_mil",1.25378116047426,38.055774416332,1,0,1,1,2.25
"Alo_pra.Bro_hor.Gal_mol",1.25018951746891,30.753941586722,0.912,0.0519999999999999,1,1,2.25
"Alo_pra.Pla_lan.Ach_mil",1.18981709152932,47.5205728768485,0.928,0,1,1,2.25
"Alo_pra.Pla_lan.Gal_mol",1.29790320468607,24.5104448082155,0.907,0.0679999999999999,1,1,2.25
"Alo_pra.Ach_mil.Gal_mol",0.922857926627747,46.1930691611822,0.804,0.074,1,0.666666666666667,2.25
"Dac_glo.Tri_rep.Arr_ela",1.8161851673567,81.2818269515096,0.757,-0.101,0,0.666666666666667,2.25
"Dac_glo.Tri_rep.Fes_rub",1.74582838228234,70.5605391511272,0.612,0.34,1,1,2.25
"Dac_glo.Tri_rep.Fes_pra",2.43422222895052,40.1093473598259,1,0,1,1,2.25
"Dac_glo.Tri_rep.Tri_pra",1.40878192003844,31.9596803266635,0.829,0.144,1,1,2.25
"Dac_glo.Tri_rep.Ran_rep",1.68709077539322,60.9009469805361,0.938,0.051,1,1,2.25
"Dac_glo.Tri_rep.Bro_hor",1.90414466108469,49.6980190791813,0.95,-0.03,1,1,2.25
"Dac_glo.Tri_rep.Pla_lan",1.0637397656465,62.8639181638053,0.542,0.164,1,1,2.25
"Dac_glo.Tri_rep.Ach_mil",1.95943575900879,56.0140228904262,0.845,0.133,1,1,2.25
"Dac_glo.Tri_rep.Gal_mol",2.0745620292419,54.9339471539205,0.913,0.087,1,1,2.25
"Dac_glo.Arr_ela.Fes_rub",0.863826601783602,49.9137447858807,0.507,0.0549999999999999,0,0.333333333333333,2.25
"Dac_glo.Arr_ela.Fes_pra",1.28642017330082,57.2434280970817,0.714,0.037,0,0.666666666666667,2.25
"Dac_glo.Arr_ela.Tri_pra",0.893298232896591,55.8321065170795,0.602,-0.103,0,0.333333333333333,2.25
"Dac_glo.Arr_ela.Ran_rep",0.97646394503389,56.2113302615456,0.763,-0.0559999999999999,0,0.666666666666667,2.25
"Dac_glo.Arr_ela.Bro_hor",1.12698307957501,62.8971753773427,0.669,-0.111,0,0.333333333333333,2.25
"Dac_glo.Arr_ela.Pla_lan",0.794364780667798,35.0382879939332,0.437,0.249,0,0.666666666666667,2.25
"Dac_glo.Arr_ela.Ach_mil",1.47912835826179,49.9002811790138,0.732,0.252,0,0.666666666666667,2.25
"Dac_glo.Arr_ela.Gal_mol",1.11902290914089,78.3686343676438,0.621,-0.159,0,0.666666666666667,2.25
"Dac_glo.Fes_rub.Fes_pra",1.10008317561641,22.7134157633024,0.67,-0.013,1,1,2.25
"Dac_glo.Fes_rub.Tri_pra",0.804905279235103,25.6397601656014,0.535,-0.0269999999999999,1,1,2.25
"Dac_glo.Fes_rub.Ran_rep",0.85975143126047,30.7286893639958,0.641,0.034,1,1,2.25
"Dac_glo.Fes_rub.Bro_hor",1.13580415441095,24.9144685304954,0.639,0.119,1,1,2.25
"Dac_glo.Fes_rub.Pla_lan",0.44790099216723,39.6220486895248,0.284,-0.19,1,1,2.25
"Dac_glo.Fes_rub.Ach_mil",0.586722542160217,32.3496016098897,0.437,0.059,0,0.666666666666667,2.25
"Dac_glo.Fes_rub.Gal_mol",1.36794055888334,31.0960751669957,0.682,0.198,1,1,2.25
"Dac_glo.Fes_pra.Tri_pra",1.53579329231815,4.03094401413377,1,0,1,1,2.25
"Dac_glo.Fes_pra.Ran_rep",1.41731614912684,32.0732315467682,0.951,0.042,1,1,2.25
"Dac_glo.Fes_pra.Bro_hor",1.77464010491535,30.7459588013158,0.973,0.019,1,1,2.25
"Dac_glo.Fes_pra.Pla_lan",0.815373854759888,17.377298415156,0.576,0.013,1,1,2.25
"Dac_glo.Fes_pra.Ach_mil",1.60383265594113,32.5657443071115,0.865,0.016,1,1,2.25
"Dac_glo.Fes_pra.Gal_mol",2.3749913283858,54.1062602820986,1,0,1,1,2.25
"Dac_glo.Tri_pra.Ran_rep",0.985298306047986,27.0981266753704,0.904,0.01,1,1,2.25
"Dac_glo.Tri_pra.Bro_hor",1.45567531457647,18.2377963276088,0.975,0.019,1,1,2.25
"Dac_glo.Tri_pra.Pla_lan",0.662064838840201,19.7274515893463,0.548,0.0099999999999999,1,1,2.25
"Dac_glo.Tri_pra.Ach_mil",1.1443877729758,25.9024615292953,0.845,0.019,1,0.666666666666667,2.25
"Dac_glo.Tri_pra.Gal_mol",1.18729876077236,34.3996169592589,0.799,0.078,1,1,2.25
"Dac_glo.Ran_rep.Bro_hor",1.33305853086125,38.6758172803653,0.9,0,1,1,2.25
"Dac_glo.Ran_rep.Pla_lan",0.525164391067405,22.2774407940507,0.512,-0.001,1,1,2.25
"Dac_glo.Ran_rep.Ach_mil",0.966240311072157,35.5639658440502,0.773,-0.015,1,1,2.25
"Dac_glo.Ran_rep.Gal_mol",1.29931254708126,53.9298656639089,0.914,-0.0389999999999999,1,1,2.25
"Dac_glo.Bro_hor.Pla_lan",0.781282029802049,19.375333843885,0.517,0.135,1,1,2.25
"Dac_glo.Bro_hor.Ach_mil",1.50089365347714,33.6589282494055,0.835,0.144,1,1,2.25
"Dac_glo.Bro_hor.Gal_mol",2.04703859842199,60.0083236056684,0.978,0.02,1,1,2.25
"Dac_glo.Pla_lan.Ach_mil",0.547020311649448,21.9055507023544,0.444,-0.098,1,1,2.25
"Dac_glo.Pla_lan.Gal_mol",1.06839493522808,28.1052695796707,0.566,0.25,1,1,2.25
"Dac_glo.Ach_mil.Gal_mol",1.44960662062007,54.7376425945256,0.763,0.193,1,0.666666666666667,2.25
"Tri_rep.Arr_ela.Fes_rub",1.45110406374621,81.4457951387421,0.787,0.0239999999999999,0,0.666666666666667,2.25
"Tri_rep.Arr_ela.Fes_pra",1.18000829782783,64.1873616714815,0.848,0.038,0,1,2.25
"Tri_rep.Arr_ela.Tri_pra",0.876511312383792,52.5813605035823,0.594,0.105,0,0.666666666666667,2.25
"Tri_rep.Arr_ela.Ran_rep",1.34026907002544,67.5113648109285,0.914,-0.019,0,1,2.25
"Tri_rep.Arr_ela.Bro_hor",1.15661279279439,57.2153386202673,0.87,-0.011,0,0.666666666666667,2.25
"Tri_rep.Arr_ela.Pla_lan",1.65806370929017,72.7172130964612,0.965,0.018,1,1,2.25
"Tri_rep.Arr_ela.Ach_mil",1.72388867983582,67.1747499370785,0.992,0.00800000000000001,1,1,2.25
"Tri_rep.Arr_ela.Gal_mol",1.05213734779292,60.9687095371541,0.773,0.0329999999999999,0,1,2.25
"Tri_rep.Fes_rub.Fes_pra",1.69956517484933,60.1030898951653,0.952,0.02,1,1,2.25
"Tri_rep.Fes_rub.Tri_pra",1.21399597008513,42.201470439507,0.601,0.149,1,1,2.25
"Tri_rep.Fes_rub.Ran_rep",1.87428122960216,62.7905313224892,0.948,0.024,1,1,2.25
"Tri_rep.Fes_rub.Bro_hor",1.52072758263829,52.4244916970168,0.885,0.04,1,1,2.25
"Tri_rep.Fes_rub.Pla_lan",2.1163568011591,77.624676704377,0.915,0.0599999999999999,1,1,2.25
"Tri_rep.Fes_rub.Ach_mil",1.07527924534346,67.8918034983758,0.599,0.0479999999999999,0,0.666666666666667,2.25
"Tri_rep.Fes_rub.Gal_mol",1.54437483952838,54.1694036808395,0.872,0.105,1,1,2.25
"Tri_rep.Fes_pra.Tri_pra",1.02694551801158,27.7292096944836,0.805,0.07,1,1,2.25
"Tri_rep.Fes_pra.Ran_rep",1.46886160148214,47.1316168795528,1,0,1,1,2.25
"Tri_rep.Fes_pra.Bro_hor",1.13113927444692,39.2641328275403,0.998,0.002,1,1,2.25
"Tri_rep.Fes_pra.Pla_lan",1.65099141890185,53.2056390785845,0.998,0.001,1,1,2.25
"Tri_rep.Fes_pra.Ach_mil",1.57663618214864,49.6714459224089,1,0,1,1,2.25
"Tri_rep.Fes_pra.Gal_mol",1.45316324017782,35.0210407810984,0.93,0.0659999999999999,1,1,2.25
"Tri_rep.Tri_pra.Ran_rep",0.940541263435615,34.3853974793581,0.799,0.037,1,1,2.25
"Tri_rep.Tri_pra.Bro_hor",0.879470052241409,23.066466690574,0.818,0.005,1,1,2.25
"Tri_rep.Tri_pra.Pla_lan",1.2171067840851,36.7038105433804,0.825,0.139,1,1,2.25
"Tri_rep.Tri_pra.Ach_mil",0.980558781347583,38.6492327981521,0.82,0.0910000000000001,1,0.666666666666667,2.25
"Tri_rep.Tri_pra.Gal_mol",0.631899369804485,32.2777219708036,0.618,-0.0580000000000001,1,1,2.25
"Tri_rep.Ran_rep.Bro_hor",1.2879922251835,40.7262674666465,0.995,0.005,1,1,2.25
"Tri_rep.Ran_rep.Pla_lan",1.28778079651826,61.6951899010519,0.901,0.0449999999999999,1,1,2.25
"Tri_rep.Ran_rep.Ach_mil",1.26189744627263,58.3573715266989,0.956,0.027,1,1,2.25
"Tri_rep.Ran_rep.Gal_mol",1.09359377335537,47.2754925585602,0.936,0.0509999999999999,1,1,2.25
"Tri_rep.Bro_hor.Pla_lan",1.20974924246856,49.3388563894298,0.965,0.001,1,1,2.25
"Tri_rep.Bro_hor.Ach_mil",1.20836139853848,46.2549633161274,0.995,0.004,1,1,2.25
"Tri_rep.Bro_hor.Gal_mol",1.14888853545944,33.8095944341391,0.907,-0.00600000000000001,1,1,2.25
"Tri_rep.Pla_lan.Ach_mil",1.32126873685934,65.2218698652316,0.921,0.011,1,1,2.25
"Tri_rep.Pla_lan.Gal_mol",1.41141728239283,48.7292537688078,0.936,0.0559999999999999,1,1,2.25
"Tri_rep.Ach_mil.Gal_mol",0.955167626274685,53.7883377754314,0.838,0.0750000000000001,1,0.666666666666667,2.25
"Arr_ela.Fes_rub.Fes_pra",0.829318030107113,52.438878416897,0.678,-0.012,0,0.666666666666667,2.25
"Arr_ela.Fes_rub.Tri_pra",0.695556929092562,53.4023014341497,0.485,-0.028,0,0.333333333333333,2.25
"Arr_ela.Fes_rub.Ran_rep",0.980573829761197,54.2746612388543,0.764,-0.0489999999999999,0,0.666666666666667,2.25
"Arr_ela.Fes_rub.Bro_hor",0.863696536286509,51.9010446712877,0.665,-0.056,0,0.333333333333333,2.25
"Arr_ela.Fes_rub.Pla_lan",1.25507789146456,61.6891103566026,0.799,0.0269999999999999,0,0.666666666666667,2.25
"Arr_ela.Fes_rub.Ach_mil",0.784899984838431,54.6298367373268,0.545,0.122,0,0.333333333333333,2.25
"Arr_ela.Fes_rub.Gal_mol",0.846266910471627,59.2359553363139,0.688,-0.0920000000000001,0,0.666666666666667,2.25
"Arr_ela.Fes_pra.Tri_pra",0.774004930328753,51.8724753905366,0.584,0.016,0,0.666666666666667,2.25
"Arr_ela.Fes_pra.Ran_rep",0.914919834173922,31.0433851688191,0.804,0.025,1,1,2.25
"Arr_ela.Fes_pra.Bro_hor",0.811503089049407,40.7209287893189,0.73,-0.00600000000000001,0,0.666666666666667,2.25
"Arr_ela.Fes_pra.Pla_lan",1.15057045668523,25.5097992440901,0.845,0.0890000000000001,1,1,2.25
"Arr_ela.Fes_pra.Ach_mil",1.27772251779068,46.5745259968097,0.867,0.108,1,1,2.25
"Arr_ela.Fes_pra.Gal_mol",1.06378488490832,49.5561062263469,0.689,0.046,1,1,2.25
"Arr_ela.Tri_pra.Ran_rep",0.750645163317082,52.9541842387565,0.678,-0.02,0,0.666666666666667,2.25
"Arr_ela.Tri_pra.Bro_hor",0.776557987747807,52.1011332803137,0.622,-0.092,0,0.333333333333333,2.25
"Arr_ela.Tri_pra.Pla_lan",1.03736501731694,52.6712928667211,0.708,0.1,0,0.666666666666667,2.25
"Arr_ela.Tri_pra.Ach_mil",1.04124831222367,60.0087103472212,0.742,0.09,0,0.333333333333333,2.25
"Arr_ela.Tri_pra.Gal_mol",0.603992407771903,51.8113230091561,0.523,0,0,0.666666666666667,2.25
"Arr_ela.Ran_rep.Bro_hor",0.952125502534841,47.2042608459115,0.818,-0.039,0,0.666666666666667,2.25
"Arr_ela.Ran_rep.Pla_lan",0.957534081279109,22.5726023117287,0.822,0.043,1,1,2.25
