"Plot"	"Year"	"LUI"	"Poa_tri"	"Poa_pra"	"Alo_pra"	"Dac_glo"	"Tri_rep"	"Tar_off"	"Lol_per"	"Arr_ela"	"Fes_rub"	"Fes_pra"	"Tri_fla"	"Ely_rep"	"Tri_pra"	"Ran_rep"	"Bro_ere"	"Ran_acr"	"Bro_hor"	"Pla_lan"	"Ant_syl"	"Her_sph"	"Gal_mol"	"Hol_lan"	"Hel_pub"	"Car_hir"	"Bra_pin"	"Pha_aru"
"SEG18"	2014	1.34	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG19"	2014	1.52	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1
"SEG20"	2014	1.92	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
"SEG21"	2014	1.74	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2014	1.7	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0
"SEG23"	2014	2.36	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1
"SEG24"	2014	0.95	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0
"SEG25"	2014	1.34	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG26"	2014	2.36	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG27"	2014	0.95	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG28"	2014	0.95	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0
"SEG29"	2014	0.95	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0
"SEG30"	2014	1.34	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG31"	2014	1.34	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"SEG32"	2014	1.34	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG33"	2014	1.9	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0
"SEG34"	2014	1.6	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"SEG35"	2014	1.25	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG36"	2014	1.29	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SEG37"	2014	1.47	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG38"	2014	1.7	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG39"	2014	1.34	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG40"	2014	2.02	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG41"	2014	1.77	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2014	2.01	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG43"	2014	1.72	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG44"	2014	2.21	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG45"	2014	1.48	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG46"	2014	1.78	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG47"	2014	1.6	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG48"	2014	1.91	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG49"	2014	1.56	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG50"	2014	1.52	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
"HEG01"	2015	3.29	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG02"	2015	3.04	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG03"	2015	3.04	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"HEG04"	2015	3.22	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG05"	2015	3.28	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
"HEG06"	2015	1.55	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0
"HEG07"	2015	1.6	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG08"	2015	1.6	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0
"HEG09"	2015	0.82	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0
"HEG10"	2015	2.63	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG11"	2015	1.09	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2015	2.5	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0
"HEG13"	2015	1.78	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2015	2.29	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG15"	2015	2.49	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0
"HEG16"	2015	1.21	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"HEG17"	2015	1.19	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0
"HEG18"	2015	0.5	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0
"HEG19"	2015	0.48	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0
"HEG20"	2015	0.82	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0
"HEG21"	2015	0.55	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG22"	2015	1.58	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
"HEG23"	2015	1.09	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0
"HEG24"	2015	1.21	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG25"	2015	1.19	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0
"HEG26"	2015	1.54	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
"HEG27"	2015	2.14	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG28"	2015	1.19	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0
"HEG29"	2015	1.19	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
"HEG30"	2015	3.4	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG31"	2015	1.3	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG32"	2015	2.17	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG33"	2015	1.31	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"HEG34"	2015	2.45	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"HEG35"	2015	2.83	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2015	0.84	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG37"	2015	2.93	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"HEG38"	2015	1.48	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0
"HEG39"	2015	1.64	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0
"HEG40"	2015	1.07	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG41"	2015	0.82	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0
"HEG42"	2015	0.22	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0
"HEG43"	2015	1.29	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"HEG44"	2015	1.28	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0
"HEG45"	2015	0.85	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG46"	2015	1.34	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
"HEG47"	2015	1.45	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"HEG48"	2015	1.57	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
"HEG49"	2015	1.54	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG50"	2015	2.92	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0
"SEG01"	2015	1.09	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG02"	2015	1.35	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG03"	2015	1.48	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1
"SEG04"	2015	1.09	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1
"SEG05"	2015	1.09	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
"SEG06"	2015	1.23	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1
"SEG07"	2015	1.38	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG08"	2015	1.56	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG09"	2015	1.64	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG10"	2015	1.49	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG11"	2015	0.92	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG12"	2015	1.09	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG13"	2015	0.93	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0
"SEG14"	2015	1.21	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0
"SEG15"	2015	1.09	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG16"	2015	0.87	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1
"SEG17"	2015	1.61	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1
"SEG18"	2015	1.54	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG19"	2015	1.27	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG20"	2015	1.86	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
"SEG21"	2015	1.92	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2015	1.26	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0
"SEG23"	2015	1.54	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1
"SEG24"	2015	1.09	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0
"SEG25"	2015	1.54	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG26"	2015	1.54	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1
"SEG27"	2015	1.54	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1
"SEG28"	2015	1.09	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
"SEG29"	2015	1.09	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1
"SEG30"	2015	1.54	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0
"SEG31"	2015	1.54	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"SEG32"	2015	1.54	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG33"	2015	1.5	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0
"SEG34"	2015	0.95	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"SEG35"	2015	0.92	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG36"	2015	1.19	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0
"SEG37"	2015	1.44	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG38"	2015	2.24	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG39"	2015	1.14	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG40"	2015	2.15	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0
"SEG41"	2015	2.82	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2015	1.15	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG43"	2015	3.01	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG44"	2015	2.49	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG45"	2015	1.47	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG46"	2015	2.54	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG47"	2015	1.43	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SEG48"	2015	2.05	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG49"	2015	1.2	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG50"	2015	1.07	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0
